Title,Description,Location,ID,Price,Bed,Date
2 BHK PREMIUM FULLY FURNISHED FLAT FOR RENT NEAR POTTAMAL,"Branded flat for rent & sale available in Calicut2 BHK PREMIUM FULLY FURNISHED FLAT FOR RENT NEAR POTAMMAL located in a prime location * Very close Potammal ,  Thondayad, hilite mall,  cyber park ,  business park ,  Starcare Hospital ,  Mavoor road, Eranjipalam, baby memorial Hospital  Amenities  :Swimming poolGYMParty areaChildren play areaIntercom FacilityCenterlised gas Supply Lift 24 Hr Security24 Hr power backupCovered parking  Expecting rent : 30,000 + mnc Note : images shown are for representation purpose only . actual building differ .Call  between : 10 am - 7 pm (Sunday off)","India,Kerala,Kozhikode,Thondayad",1766133141,"₹ 30,000",2 Bds - 2 Ba - 000 ft2,2024-03-30T11:31:56+0000
2 BHK BRANDED FULLY FURNISHED FLAT FOR RENT NEAR  POTAMMAL,"Branded flat for rent & sale available in Calicut2 BHK  BRANDED FULLY FURNISHED FLAT FOR RENT NEAR  POTAMMAL located in a prime location * Very close  Potammal ,  Puthiyara , Thondayad Bypass, Starcare Hospital , Arayidathpalam ,  Bmh ,  Mavoor road , Eranjipalam ,  Puthiyastand, ksrtc Bus stand  Aminities  :Swimming pool GYMRain water Haversting Party areaChildren play area Lift 24 Hr Security24 Hr power backupCovered parking  Expecting rent : 25000 + mnc Note : images shown are for representation purpose only . actual building differ .Call  between : 10 am - 7 pm (Sunday off)","India,Kerala,Kozhikode,Thondayad",1766129711,"₹ 25,000",2 Bds - 2 Ba - 1200 ft2,2024-03-30T11:00:41+0000
Well maintained House for rent at Nadakkavu kottaram road,"Well maintained 2bhk house basemnt area  for rent at Nadakkavu kottaram road.with 2 attached bathrooms plus one common bathroom,work area,kitchen,Car parking ,direct well water connection,3phase electricity, store room, etc are available.","India,Kerala,Kozhikode,Asokapuram",1766122049,"₹ 19,000",2 Bds - 3 Ba - 1250 ft2,2024-03-30T09:53:58+0000
3bhk semifurnished apartment near english church,3 bhk apartment in panicker road,"India,Kerala,Kozhikode,Nadakkavu",1766096807,"₹ 75,00,000",3 Bds - 3 Ba - 1680 ft2,2024-03-30T06:32:41+0000
House for rent easthill,3 bed room new house for rent near east hill,"India,Kerala,Kozhikode,West Hill",1766094274,"₹ 20,000",3 Bds - 4 Ba - 2200 ft2,2024-03-30T06:13:17+0000
RS HOSTEL FOR BOYS.,Boys hostel for 5500 monthly rent with food Three 4-sharing bedrooms with attached bathroom   Extra two bathroom outside One balconyCar parking availableWell water,"India,Kerala,Kozhikode,Nellicode",1766084313,"₹ 5,500",3 Bds - 4+ Ba - 3000 ft2,2024-03-30T04:54:05+0000
FURNISHED UPSTAIRE SINGLE BERDROOM FOR RENT CHEVAYUR CALICUT,"FURNISHED ONE BEDROOM & HALL,KITCHEN CAR SITEMOB    89    21   466     42  5RENT 12000ADVANCE 30000","India,Kerala,Kozhikode,Chevayoor",1730284114,"₹ 12,000",1 Bds - 1 Ba - 700 ft2,2024-03-30T04:22:07+0000
"GROUND FLOOR FOR RENT,WESTHILL,CALICUT","TWO BEDROOM ,TWOBATHROOM ,KWA WATER,CAR SITERENT:10000ADVANCE:25000CONT NU:8921            *4664*    25","India,Kerala,Kozhikode,West Hill",1730283374,"₹ 10,000",2 Bds - 2 Ba - 1100 ft2,2024-03-30T04:21:21+0000
HOSTEL BUILDING FOR RENT NEAR BABY MEMMORIAL HOSPITAL CALICUT,"HOSTEL BUILDING FOR RENT NEAR BABY MEMMORIAL HOSPITAL CALICUT.12 BED ROOM,8 BATH ROOM, HALL,KITCHEN,WORK AREA,GOOD WELL WATER&KWA WATER,CAR SITE.RENT:60000/-ADVANCE:3LAKH","India,Kerala,Kozhikode,Puthiyara",1713446253,"₹ 60,000",4+ Bds - 4+ Ba - 3000 ft2,2024-03-30T04:19:46+0000
"2bhk house for rent near guruvayurappan college, Kozhikode","2bhk for rent near pokkunnu, 8000 monthly rent including water supply, plot area of 750sq. ft with parking area.","India,Kerala,Olavanna,Guruvayurappan College",1766079337,"₹ 8,000",2 Bds - 2 Ba - 750 ft2,2024-03-30T04:05:49+0000
3 bhk fully furnished flat near West hill,3 bhk fully furnished flat near West hill1km from meitra hospital2km from karaparambe,"India,Kerala,Kozhikode,West Hill",1766051302,"₹ 32,000",3 Bds - 3 Ba - 1750 ft2,2024-03-29T16:08:08+0000
2 BHK BRANDED  FURNISHED FLAT FOR RENT NEAR ERANJIPALAM,Branded flat for rent & sale available in Calicut2 Bhk Branded  Furnished Flat For Rent Near Eranjipalam Amenities  :CctvLobby Party areaChildren play area Lift 24 Hr Security24 Hr power backupCovered parking  Expecting rent : 23000 + mnc Note : images shown are for representation purpose only . actual building differ .Call  between : 10 am - 7 pm (Sunday off),"India,Kerala,Kozhikode,Eranjipalam",1766024687,"₹ 23,000",2 Bds - 2 Ba - 1200 ft2,2024-03-29T11:28:50+0000
2 BHK SEMI FURNISHED BRANDNEW FLAT FOR RENT NEAR HILITE CITY,"Branded flat for rent & sale available in Calicut2 BHK  SEMI FURNISHED BRANDNEW FLAT FOR RENT NEAR HILITE CITYlocated in a prime location * Very close Hilite city , Thondayad bypass, Business park, cyber park ,  Metro hospital , pantheerakavu ,  Asten ortho Hospital  Aminities  :Swimming poolGYMParty areaChildren play area Lift 24 Hr Security24 Hr power backupBadminton courtIndoor gamesSpaHealth facilities Covered parking  Expecting rent : 25000 + mnc Note : images shown are for representation purpose only . actual building differ .Call  between : 10 am - 7 pm (Sunday off)","India,Kerala,Kozhikode,Thondayad",1766023909,"₹ 25,000",2 Bds - 2 Ba - 1000 ft2,2024-03-29T11:21:16+0000
3 BHK BRANDED FULLY FURNISHED FLAT FOR RENT NEAR MANKAVU,"Branded flat for rent & sale available in Calicut3 BHK BRANDED FULLY FURNISHED FLAT FOR RENT NEAR MANKAVUlocated in a prime location * Very close Mankavu, mims ,  Thiruvannur,  panniyankara ,  puthiyara ,  Govindapuram , kuthiravattom ,  Mavoor road, Baby memorial hospital  Amenities  :Children play area Lift 24 Hr Security24 Hr power backupCovered parking  Expecting rent :  20000 + mnc Note : images shown are for representation purpose only . actual building differ .Call  between : 10 am - 7 pm (Sunday off)","India,Kerala,Kozhikode,Mankavu",1766022675,"₹ 20,000",3 Bds - 3 Ba - 000 ft2,2024-03-29T11:09:54+0000
Kozhikode Jafarghan colony 400 metre from new bus stant,Single hs innova site suitable for 6 vehicles,"India,Kerala,Kozhikode,Arayedathupalam",1765995090,"₹ 25,000",3 Bds - 3 Ba - 1600 ft2,2024-03-29T07:19:30+0000
house for rent near kodamolikunn thondayad. Rent 15000/- adv 50000/-,house for rent near kodamolikunn thondayad 2 bed. Rent 15000/- advance 50000/-,"India,Kerala,Kozhikode,Thondayad",1765992626,"₹ 15,000",2 Bds - 2 Ba - 1200 ft2,2024-03-29T07:02:29+0000
For working woman Single room for rent,For working womens Single room for rent in nadakkavu,"India,Kerala,Kozhikode,West Nadakkavu",1765982333,"₹ 8,000",1 Bds - 1 Ba - 1000 ft2,2024-03-29T05:49:40+0000
3 bhk individual house for rent,3 bhk individual house for rent .Nearby MIMS hospital.300 mtr from bypass..,"India,Kerala,Kozhikode,Reshmi Square",1765962861,"₹ 25,000",3 Bds - 4 Ba - 1500 ft2,2024-03-29T02:23:43+0000
Bachelor Ac stay full furnished at Calicut with all facilities,Single bed room AC stay with all facilities are Calicut City,"India,Kerala,Kozhikode,Parayanchery",1760882293,"₹ 12,000",1 Bds - 1 Ba - 550 ft2,2024-03-28T17:21:23+0000
"House for Rent in Westhill Chungam, Kozhikode","House for Rent at Westhill Chungam, Kozhikode- 2BHK (2 Bathrooms attached)- First Floor- 100 mts from Westhill Chungam Junction- Separate EB and water supply (Well) - Family preferred.","India,Kerala,Kozhikode,West Hill Chungam",1765946502,"₹ 15,000",2 Bds - 2 Ba - 1200 ft2,2024-03-28T16:54:26+0000
Upstair portion for rent near kottooli. Rent 10000/- adv 40000/-,"Upstair portion for rent near kottooli. Rent 10000/- adv 40000/-, girls, family only","India,Kerala,Kozhikode,Koottuli",1765935827,"₹ 10,000",2 Bds - 2 Ba - 1250 ft2,2024-03-28T14:48:22+0000
"3Bhk Furnished Flat For Rent at Thonadayad, Calicut (SR)","Are you looking for a Branded Flat ?Here it is !3Bhk Furnished Flat Available For Rent ,1804 sq.ft Furnished Flat for Rent at Thondayad ,CalicutTotal Rent : 45,000/-It hosts all the amenities and all the facilities are nearby the city.*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-* kottuli ,2bhk , 1000sq.ft,semi , 23000/-*calicut Beach , 3bhk, 1600sq.ft,26000/-* YMC , 1bhk, 700sq.ft semi,25000/-* methoott Thazham 2bhk 800sq.ft semi , 16500/-*pottammal, 3bhk , furnshed,25000/-* East Hill, 3Bhk, Semi Furbished,23000/-""Note : Image shown are only for business purpose , actual building / Land may differ.""For More details, Contact:Big Deals Realtors4th Floor , Hilite Business Park , Palazhy - Calicut -About Us :Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.We Provide the following Specialised Features :* Hassle free Documentation* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","India,Kerala,Kozhikode,Thondayad",1766431379,"₹ 45,000",3 Bds - 3 Ba - 1804 ft2,2024-04-02T09:15:01+0000
2BHK  new house rent in malaparamba (aparaments),"20metre from wayanad road , well water available, 2attached bathroom, location behind the cristain Church paropadi,from 50 metre have busstop, residential area , intrested person contact us","India,Kerala,Kozhikode,Malaparamba",1764943539,"₹ 12,600",2 Bds - 2 Ba - 900 ft2,2024-03-18T18:16:07+0000
House for rent @ Karaparamb,Compound wall well water near by main road,"India,Kerala,Kozhikode,Karaparamba",1760468733,"₹ 15,000",3 Bds - 3 Ba - 1965 ft2,2024-03-11T06:33:29+0000
കിടിലൻ ഫ്ലാറ്റിൽ താമസിക്കാം,ഓടിനടക്കാൻ സ്വകാര്യമുള്ള 2ബെഡ്‌റൂം ഫ്ലാറ്റ് അങ്ങട് തരും,"India,Kerala,Kozhikode,Thondayad",1735101517,"₹ 18,000",2 Bds - 2 Ba - 1800 ft2,2024-04-10T05:31:06+0000
Cyberpark ന്റെ അടുത്തായി ഒരു അപാർട്മെന്റ്,കോഴിക്കോട് cyberpark ന് അടുത്തായി കൊണ്ട് രണ്ടു ബെഡ്റൂം ഫർണിച്ചർ ഇല്ലാത്തതും ഉള്ളതുമായ അപ്പാർട്ട്മെന്റ് വാടകയ്ക്ക് എടുക്കാം,"India,Kerala,Kozhikode,Thondayad",1723626519,"₹ 18,000",2 Bds - 2 Ba - 1250 ft2,2024-04-10T05:31:06+0000
3 bhk furnished flat for Rent at poovangal,3Bhk Furnished flat For Rent At poovangal◾3 Bhk attached◾1650 sqft◾balcony◾Modular kitchen ◾bed With cott◾sofa◾wardrobsAminites◾24 hrs Water supply◾coverd car parking ◾Gym◾lift◾swimming pool◾party area◾ power backup◾skywalk ◾Waste mangementRent 35000+ mncMore detailsEndless properties2nd floor kairali complexThondayad. Calicut,"India,Kerala,Kozhikode,Poovangal",1764311981,"₹ 35,000",3 Bds - 3 Ba - 1650 ft2,2024-04-10T05:16:19+0000
House for rent,Apartment for rent in low cost,"India,Kerala,Kozhikode,West Hill",1767204274,"₹ 12,500",2 Bds - 2 Ba - 1500 ft2,2024-04-10T05:07:45+0000
"3 BHK UNFURNISHED FLAT FOR RENT NEAR KOTTOLI, CALICUT","3 bhk unfurnished flat for rent near kottoli, calicutNear by:-Civil stationbaby memorial hospitalIqrha hospitalMalabar hospitalMedical collegeAminites :-swaming poolGymChildrens play areaGames roomLibraryDay careParty hallConference roomGrand lobbyGuest roomGardenVisitors car parkingSuadle courtOpan areaPrayer room","India,Kerala,Kozhikode,Koottuli",1763627048,"₹ 26,000",3 Bds - 3 Ba - 1580 ft2,2024-04-10T04:01:13+0000
"3 BHK FURNISHED FLAT FOR RENT NEAR SAROVARAM BIO PARK, CALICUT",3 bhk Furnished flat for rent opposite sarovaram bio park calicutAminites :-Swaming poolGymGuest roomChildrens play areaConference roomParty hallGuest car parkingGames area,"India,Kerala,Kozhikode,Eranhipalam",1763626363,"₹ 34,000",3 Bds - 3 Ba - 1820 ft2,2024-04-10T04:01:13+0000
"2 BHK FURNISHED FLAT FOR RENT NEAR NADAKAVE, CALICUT","2 bhk Furnished flat for rent near nadakave, calicutRent 26000+ MNCAdvance 3 months rent","India,Kerala,Kozhikode,Nadakkavu",1763625056,"₹ 26,000",2 Bds - 2 Ba - 1320 ft2,2024-04-10T04:01:13+0000
Kozhikode thondayad 500 metre from star care hospital,Single house with innova site,"India,Kerala,Kozhikode,Thondayad",1767193341,"₹ 15,000",2 Bds - 2 Ba - 1100 ft2,2024-04-10T02:55:48+0000
2 bhk Apartment Ground Floor for RENT near Palazhi - Kovoor Road,"2 bedroom Apartment on Ground Floor for RENT near Palazhi - Kovoor Road.Ground Floor. Kitchen cabinets done.Available to Families as well as Executive/Professional bachelors(Max 2 persons).Rent Rs 13500 per month & deposit 3 months rent.Genuine clients can contact 9,4,4,7,DOUBLE1,4,4,7,1 for details and site visit.SERVICE CHARGES AS APPLICABLE.","India,Kerala,Kozhikode,Kovoor",1765960020,"₹ 13,500",2 Bds - 2 Ba - 950 ft2,2024-04-10T01:01:03+0000
ടൗണിന്റെ ഹൃദയഭാഗത്ത് ലക്ഷ്വറി വില്ല,SecuritySwimming poolClubhouse Children play area CCTV camera,"India,Kerala,Kozhikode,Thondayad",1765749850,"₹ 37,000",3 Bds - 4 Ba - 2000 ft2,2024-04-09T22:45:11+0000
Beautiful luxury house heart of City,Independent house well water 4 car parking,"India,Kerala,Kozhikode,Thondayad",1765749708,"₹ 50,000",4 Bds - 4+ Ba - 3200 ft2,2024-04-09T22:30:19+0000
Beautiful Studio flat,"The high-rises offer meticulously planned, aesthetically designed, well-ventilated, and naturally lit apartments with 40+ world-class lifestyle amenities that .","India,Kerala,Kozhikode,Thondayad",1765749313,"₹ 21,000",1 Bds - 1 Ba - 500 ft2,2024-04-09T21:45:13+0000
Beautiful Villa near Prime location,Amenities*GYM*Kids play area*Childrens park*24*7 power backup*25*7 security* Clubhouse,"India,Kerala,Kozhikode,Malaparamba Paroppady",1765749204,"₹ 30,000",3 Bds - 3 Ba - 1617 ft2,2024-04-09T21:30:11+0000
Beautiful luxury flat,Amenities*GYM*Swimming pool*Indoor games*Mini theatre*Play school*Kids play area*Cafeteria*Mini store*Skywalk*Business centre*Centralized gas line*Yoga and meditation*Access control system*Car wash area*Childrens park*Conference hall*Jogging track*24*7 power backup*Spa,"India,Kerala,Kozhikode,Thondayad",1765748944,"₹ 38,500",3 Bds - 4 Ba - 1750 ft2,2024-04-09T21:15:21+0000
Chevarambalam bhk house for rent,Near iringadanpalli bypass9bhk houseRent 100000Adwance 3lakh,"India,Kerala,Kozhikode,Chevarambalam",1687690626,"₹ 1,00,000",4+ Bds - 4+ Ba - 1900 ft2,2024-04-09T18:15:41+0000
Kovoor 4bhk new house for rent,കോവൂർ ഇരിങ്ങാടൻപള്ളി റോഡിൽ 4ബെഡ്‌റൂം പുതിയ വീട് വാടകക്ക്Rent 30000Adwance 1lakh,"India,Kerala,Kozhikode,Kovoor",1764280549,"₹ 30,000",4 Bds - 4 Ba - 1800 ft2,2024-04-09T17:15:47+0000
3bhk fully furnished duplex flat at kovoor,3Bhk Furnished flat For Rent At kovoor◾3 Bhk attached◾1600 sqft◾balcony◾Modular kitchen ◾bed With cott◾wardrobsAminites◾security 24 hrs ◾car parking ◾water backeup◾lift◾party area◾ power backup◾Waste mangementRent 30000+ mncMore detailsEndless properties2nd floor kairali complexThondayad. Calicut,"India,Kerala,Kozhikode,Kovoor",1764281109,"₹ 30,000",3 Bds - 3 Ba - 1600 ft2,2024-04-09T17:01:20+0000
"2Bhk Furnished Flat For Rent at Civil Station, Calicut (wd)","Are you looking for a Branded Flat ?Here it is !2Bhk  Furnished Flat Available For Rent ,1200 sq.ft Furnished Flat for Rent at   Civil Station,CalicutTotal Rent : 25,500/-It hosts all the amenities and all the facilities are nearby the city.*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-* kottuli ,2bhk , 1000sq.ft,semi , 23000/-*calicut Beach , 3bhk, 1600sq.ft,26000/-* YMC , 1bhk, 700sq.ft semi,25000/-* methoott Thazham 2bhk 800sq.ft semi , 16500/-*pottammal, 3bhk , furnshed,25000/-* East Hill, 3Bhk, Semi Furbished,23000/-""Note : Image shown are only for business purpose , actual building / Land may differ.""For More details, Contact:Big Deals Realtors4th Floor , Hilite Business Park , Palazhy - Calicut -About Us :Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.We Provide the following Specialised Features :* Hassle free Documentation* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","India,Kerala,Kozhikode,Malaparamba",1766027582,"₹ 25,500",2 Bds - 2 Ba - 1200 ft2,2024-03-29T11:54:56+0000
House for rent -4 Bedroom,2.5km to Lulu and hilite mall4 bed room Well waterRate slightly negotiable,"India,Kerala,Kozhikode,Kommeri",1762197871,"₹ 24,000",4 Bds - 4+ Ba - 1800 ft2,2024-02-22T09:17:45+0000
